Lat,Lon,Time Range,geartype,Vessel IDs,Apparent Fishing Hours
11.3,123.3,2022,inconclusive,1,9.85
20.8,123.7,2022,drifting_longlines,4,24.89
10.4,124,2022,inconclusive,1,0.75
5.8,125.1,2022,fishing,1,0.81
17.7,118.1,2022,drifting_longlines,1,1.16
19.5,119.2,2022,drifting_longlines,6,22.87
19.7,120.3,2022,drifting_longlines,6,12.52
6.4,126,2022,drifting_longlines,1,1.03
17.9,117.6,2022,drifting_longlines,6,40.87
19.8,118.8,2022,drifting_longlines,3,10.64
14.4,120.3,2022,drifting_longlines,4,10.94
20.2,119.7,2022,drifting_longlines,18,97.82
20,120.8,2022,drifting_longlines,10,98.74
21.3,123.4,2022,drifting_longlines,4,19.24
21.3,122.9,2022,drifting_longlines,17,80.2
7,125.5,2022,drifting_longlines,2,5.08
21.3,122.8,2022,fishing,1,9.83
15,116.5,2022,drifting_longlines,2,3.69
19.8,119.3,2022,drifting_longlines,6,56.57
21.5,124.7,2022,drifting_longlines,1,2.88
14.7,120.9,2022,set_longlines,1,82.12
18.7,118.2,2022,fishing,1,1.03
19.5,118.7,2022,drifting_longlines,8,36.27
20.3,120.7,2022,drifting_longlines,11,44.18
6.3,126.9,2022,tuna_purse_seines,1,0.77
13.9,116.7,2022,drifting_longlines,1,1.29
19.1,119.6,2022,drifting_longlines,5,30.45
17.2,117.1,2022,drifting_longlines,1,12.14
20.1,122.5,2022,drifting_longlines,17,127.24
5.4,125.7,2022,other_purse_seines,1,6.45
19.7,119.2,2022,fixed_gear,1,1.02
17.4,116.7,2022,trawlers,1,3.46
14.5,120.9,2022,drifting_longlines,6,4.77
19.9,120.6,2022,trawlers,1,8.54
6.6,128.1,2022,drifting_longlines,1,1.06
12.3,121.5,2022,inconclusive,1,3.05
19,118.3,2022,drifting_longlines,2,3.29
14.1,119.7,2022,drifting_longlines,1,6.97
18.3,117.9,2022,drifting_longlines,4,13.4
19.4,122.7,2022,drifting_longlines,7,37.94
21.4,122.6,2022,fishing,1,0.92
20.2,119.9,2022,fishing,2,5.25
19.6,119,2022,drifting_longlines,5,37.98
17.7,117.5,2022,drifting_longlines,2,6.47
21,124.3,2022,drifting_longlines,3,6.28
19.3,119.7,2022,drifting_longlines,5,30.04
17.9,118,2022,drifting_longlines,6,17.36
6.8,125.6,2022,drifting_longlines,3,15.62
20.4,119.8,2022,drifting_longlines,16,70.01
20.1,119.1,2022,fishing,1,8.05
20.1,120.6,2022,drifting_longlines,15,30.9
20,123.2,2022,drifting_longlines,2,2.02
19,118.7,2022,pole_and_line,1,2.57
21,121.4,2022,drifting_longlines,13,38.63
19.9,120.2,2022,drifting_longlines,8,75.55
18.8,119.4,2022,drifting_longlines,2,2.1
20.3,122.8,2022,drifting_longlines,3,10.55
9.8,125.5,2022,fishing,1,25.28
14.8,119.9,2022,tuna_purse_seines,1,2.4
18.4,123.5,2022,drifting_longlines,1,7.82
20.6,124.2,2022,drifting_longlines,1,9.45
20,119.9,2022,fishing,1,0.86
15.9,116.7,2022,drifting_longlines,2,29.2
6.6,127.3,2022,drifting_longlines,1,0.57
17.9,117.4,2022,drifting_longlines,5,9.75
5.5,125.1,2022,tuna_purse_seines,1,2.26
20.3,124.5,2022,drifting_longlines,1,3.32
21.1,121.8,2022,drifting_longlines,1,1.47
19.4,119.3,2022,fishing,1,1.02
8.9,118.5,2022,inconclusive,1,1.57
5.6,125.1,2022,other_purse_seines,1,35.76
18.3,118.5,2022,drifting_longlines,2,3.36
21.3,123.6,2022,drifting_longlines,6,52.31
18.6,118.2,2022,drifting_longlines,5,21.5
16.7,116.7,2022,drifting_longlines,5,10.33
20.4,120.1,2022,fishing,1,0.53
10.7,117.5,2022,drifting_longlines,1,1.82
19.6,120.3,2022,pole_and_line,1,6.23
6.2,126.6,2022,drifting_longlines,2,2.78
21.6,123.3,2022,drifting_longlines,8,62.28
20,119,2022,fishing,1,14.48
19.1,118.9,2022,drifting_longlines,5,65.62
17.2,116.4,2022,drifting_longlines,2,6.56
20.5,125.5,2022,drifting_longlines,1,2.18
16.2,116.3,2022,drifting_longlines,4,7.49
18.1,118.8,2022,drifting_longlines,1,3.33
14.6,116.6,2022,drifting_longlines,2,14.51
21.3,121.9,2022,fishing,3,41.42
20.1,124.8,2022,drifting_longlines,1,1.53
21.3,121.5,2022,drifting_longlines,18,70.25
18.5,119.5,2022,drifting_longlines,1,1.86
21.5,122.6,2022,drifting_longlines,51,293.82
20.3,120.3,2022,fishing,2,2.35
8.9,124.3,2022,drifting_longlines,1,32.85
21.1,123.7,2022,drifting_longlines,3,1.21
21.8,123,2022,drifting_longlines,28,134.25
21.6,122.7,2022,fishing,3,20.94
19.5,119.2,2022,fixed_gear,1,2.99
22.2,123.4,2022,drifting_longlines,9,42.96
13.3,117.9,2022,fishing,1,1.3
20.8,124.1,2022,drifting_longlines,2,11.1
15.8,116.6,2022,drifting_longlines,2,24.12
16.7,118.8,2022,drifting_longlines,1,10.77
10.6,120.2,2022,inconclusive,1,13.84
19.3,119.2,2022,drifting_longlines,3,21.19
20.6,122.6,2022,drifting_longlines,10,25.82
20.4,119.9,2022,fishing,1,18.82
20.5,121.2,2022,drifting_longlines,3,4.12
17.7,117,2022,drifting_longlines,1,10.77
19.6,119.5,2022,drifting_longlines,6,20.25
21.8,122.5,2022,set_longlines,1,0.25
18.2,123.9,2022,drifting_longlines,1,0.93
20,120.1,2022,fishing,1,0.51
20.8,120.8,2022,drifting_longlines,6,23.19
19,118.8,2022,drifting_longlines,6,29.25
21.5,123.4,2022,drifting_longlines,6,6.57
18.8,119.9,2022,drifting_longlines,1,17.89
19.9,120.7,2022,drifting_longlines,8,39.55
18.4,125.3,2022,drifting_longlines,1,4.05
14.8,116.5,2022,fishing,1,2.12
6,126.4,2022,drifting_longlines,1,1.25
19.7,123.2,2022,drifting_longlines,1,0
21,121.1,2022,fixed_gear,1,3.79
20.1,120.1,2022,drifting_longlines,26,99.01
19.9,122.8,2022,drifting_longlines,5,16.17
20.3,120.2,2022,drifting_longlines,16,123.3
9.2,124.3,2022,drifting_longlines,1,0.84
20.6,120.5,2022,drifting_longlines,16,77.05
21.3,122.4,2022,drifting_longlines,37,291.48
14.6,120.9,2022,set_longlines,2,17.98
21.5,124.2,2022,drifting_longlines,1,7.38
19.8,119.8,2022,drifting_longlines,9,28.2
7.4,128.5,2022,drifting_longlines,1,0.57
20.5,123.3,2022,drifting_longlines,2,2.04
6.6,129.1,2022,drifting_longlines,1,13.77
13.4,118.4,2022,drifting_longlines,1,2.77
19,118.4,2022,fishing,1,9.06
19.1,119.1,2022,drifting_longlines,5,30.26
20.8,122.7,2022,drifting_longlines,12,53.36
15.6,118.1,2022,tuna_purse_seines,1,0.76
19.4,120.3,2022,drifting_longlines,5,12.03
17.2,116.7,2022,trawlers,1,9.68
18.5,119,2022,drifting_longlines,1,13.74
21.5,122.1,2022,drifting_longlines,88,390.76
21.6,121.7,2022,drifting_longlines,2,1.95
19.1,118.6,2022,fishing,1,8.46
18.1,118.3,2022,drifting_longlines,3,51.94
19.2,118.5,2022,fishing,1,9.6
16.2,116.8,2022,drifting_longlines,2,6.47
20.5,125,2022,drifting_longlines,1,5.25
20.6,123.9,2022,drifting_longlines,3,0.42
7.9,128,2022,drifting_longlines,1,1.14
18.7,120.1,2022,drifting_longlines,1,0.81
20.8,124.6,2022,drifting_longlines,1,11.65
19.9,124.5,2022,drifting_longlines,1,0
21.8,123.5,2022,drifting_longlines,7,15.63
18.8,118.6,2022,drifting_longlines,9,67.1
21.1,123.2,2022,drifting_longlines,7,17.59
18,117.5,2022,drifting_longlines,7,21.09
18.6,118.7,2022,drifting_longlines,3,4.89
18.3,118,2022,drifting_longlines,5,70.69
5.6,125.6,2022,other_purse_seines,1,0.72
21.3,123.1,2022,drifting_longlines,10,26.95
20.1,120,2022,fishing,2,6.79
11.9,124.6,2022,inconclusive,1,0.66
20.2,120.1,2022,fishing,2,6.62
21.1,121.3,2022,drifting_longlines,37,162.15
17.9,117.9,2022,drifting_longlines,8,11.78
21.1,121.9,2022,fixed_gear,1,2.45
21.1,121.3,2022,fishing,4,10.07
21.6,123.8,2022,drifting_longlines,4,27.11
17.2,116.9,2022,drifting_longlines,5,21.07
19.1,118.4,2022,drifting_longlines,3,16.39
11.7,123.2,2022,inconclusive,1,4.26
15.6,119.4,2022,tuna_purse_seines,1,8.53
21,122.5,2022,drifting_longlines,17,94
12.9,118.8,2022,fishing,1,32.38
18.5,118,2022,pole_and_line,1,23.86
19.7,122.5,2022,fishing,1,8.8
21.1,122.3,2022,drifting_longlines,5,22.21
17.7,117.4,2022,drifting_longlines,2,8.88
19.6,119.9,2022,drifting_longlines,7,19.89
11,121.8,2022,tuna_purse_seines,1,1.96
21.5,123,2022,drifting_longlines,27,164.3
18.5,118.1,2022,drifting_longlines,2,2.55
15.7,116.5,2022,fishing,1,0.35
13.6,120.8,2022,inconclusive,1,5.49
16.9,116.7,2022,drifting_longlines,4,9.46
15.7,116.4,2022,fishing,1,14.3
15.5,116.3,2022,drifting_longlines,1,1.01
21,121.5,2022,drifting_longlines,6,20.93
18.8,119.5,2022,drifting_longlines,2,4.32
21.8,122.6,2022,drifting_longlines,57,487.16
13.3,118.3,2022,drifting_longlines,1,13.38
20.1,125.2,2022,drifting_longlines,1,4.04
20.3,119.7,2022,fishing,1,0.87
20.6,120.9,2022,drifting_longlines,4,20.85
16.4,116.3,2022,drifting_longlines,5,13.41
13.6,121,2022,inconclusive,1,10.88
15,116.4,2022,drifting_longlines,3,24.84
21.3,122,2022,drifting_longlines,3,3.8
21.6,122.7,2022,drifting_longlines,34,183.28
10.7,115.8,2022,inconclusive,1,1.1
18.4,123.5,2022,set_longlines,1,10.67
18,118.5,2022,drifting_longlines,1,2.05
21,123.6,2022,drifting_longlines,4,14.23
19.8,118.9,2022,fishing,1,17.88
18.6,119.8,2022,drifting_longlines,2,1.93
18.8,119.3,2022,fishing,1,1.62
20.1,122.4,2022,drifting_longlines,11,98.39
20,122.8,2022,drifting_longlines,3,2.36
21.3,121.4,2022,drifting_longlines,32,107.28
13.5,121,2022,inconclusive,1,2.27
20.6,123.5,2022,drifting_longlines,1,8.35
12.1,121.3,2022,inconclusive,1,51.21
13.3,120,2022,tuna_purse_seines,1,4.74
20.3,123.2,2022,drifting_longlines,3,2.87
20.5,125.4,2022,drifting_longlines,2,3.49
19.4,123.3,2022,drifting_longlines,2,1.8
17.4,117.1,2022,drifting_longlines,1,1.5
16.1,119.3,2022,tuna_purse_seines,1,1.69
20.1,121,2022,drifting_longlines,3,29.93
22.2,123.5,2022,drifting_longlines,10,53.09
19,119.7,2022,drifting_longlines,2,2.03
18,117.9,2022,drifting_longlines,5,25.58
21.8,123.9,2022,drifting_longlines,3,3.11
20.5,120.3,2022,drifting_longlines,15,86.85
8.8,114.7,2022,fishing,1,1.55
21.2,121.7,2022,fishing,2,113.69
18.3,118.4,2022,drifting_longlines,2,3.11
6.8,128.3,2022,drifting_longlines,1,0.92
19.2,122.7,2022,drifting_longlines,3,2.54
20.8,123.8,2022,drifting_longlines,1,1.13
17.9,117.5,2022,drifting_longlines,4,10.32
20.3,124.4,2022,drifting_longlines,1,0.25
17.7,118,2022,drifting_longlines,1,1.45
18.7,123.7,2022,set_longlines,1,0.77
20,120.7,2022,drifting_longlines,8,46.2
21.2,122.4,2022,trawlers,1,0.76
20.1,123.1,2022,drifting_longlines,6,21.82
20.2,119.8,2022,drifting_longlines,26,135.13
17.2,116.5,2022,drifting_longlines,5,24.31
12.7,116.6,2022,drifting_longlines,1,7.84
19.7,120.2,2022,drifting_longlines,1,10.49
16.3,116.3,2022,pole_and_line,1,18.77
19.5,119.3,2022,drifting_longlines,8,44.79
10.7,117.4,2022,drifting_longlines,1,0.88
21,122.9,2022,drifting_longlines,22,67.95
12.1,120.4,2022,inconclusive,1,2.03
21.6,122.2,2022,drifting_longlines,93,463.03
21.5,121.6,2022,drifting_longlines,13,16.38
21.5,122.3,2022,fishing,4,47.09
21.3,122.5,2022,drifting_longlines,40,194.24
16.4,116.8,2022,drifting_longlines,2,2.11
20.6,120.4,2022,drifting_longlines,19,108.19
19.6,119.5,2022,fishing,1,2.47
18.1,117.8,2022,drifting_longlines,5,41.59
20.3,125.6,2022,drifting_longlines,1,8.72
20.1,122.9,2022,drifting_longlines,9,18.9
18.1,117.9,2022,pole_and_line,1,5.87
16.3,116.5,2022,trawlers,1,10.28
18,118,2022,drifting_longlines,10,39.8
21,123.1,2022,drifting_longlines,10,52.78
21.5,123.5,2022,drifting_longlines,4,24.44
18.5,118.6,2022,drifting_longlines,5,17.58
21.1,122.8,2022,drifting_longlines,20,42.94
15.6,116.5,2022,fishing,1,10.28
13.7,120.8,2022,inconclusive,1,7.97
5.7,125,2022,tuna_purse_seines,2,9.32
20.5,124.6,2022,drifting_longlines,1,0.76
19.6,119.4,2022,drifting_longlines,7,25.84
17.7,117.9,2022,drifting_longlines,3,5.75
16.5,125.9,2022,drifting_longlines,1,0.53
17.4,116.9,2022,drifting_longlines,3,16.52
20.8,125,2022,drifting_longlines,1,0.55
18.8,119,2022,drifting_longlines,4,34.58
15.5,116.8,2022,drifting_longlines,1,4.66
21,121,2022,drifting_longlines,11,22.67
20.3,124.9,2022,drifting_longlines,1,1.03
17.2,116.6,2022,pole_and_line,1,4.25
21.4,121.7,2022,fishing,3,6.52
19.7,120.7,2022,pole_and_line,1,7.14
12.1,124.4,2022,inconclusive,1,4.83
20.5,122.7,2022,drifting_longlines,6,24.65
20.6,121.1,2022,drifting_longlines,7,12.28
18.3,118.9,2022,drifting_longlines,1,2.81
20.8,123.3,2022,drifting_longlines,5,20.94
17.1,116.5,2022,pole_and_line,1,3.49
19.7,120.7,2022,drifting_longlines,6,70.07
19.5,119.8,2022,drifting_longlines,2,40.73
19.9,123.2,2022,drifting_longlines,2,27.77
13,116.9,2022,drifting_longlines,3,4.77
21.4,122.4,2022,trawlers,1,0.67
21,122.4,2022,drifting_longlines,13,28.03
20,120.2,2022,drifting_longlines,14,94.39
19.1,118.5,2022,drifting_longlines,7,46.27
20.2,119.3,2022,drifting_longlines,12,54.03
15.6,119.5,2022,tuna_purse_seines,1,0.27
20.3,123.7,2022,drifting_longlines,1,5.73
20.6,123,2022,drifting_longlines,7,31.78
19.5,119.6,2022,fishing,1,1.79
9.1,124.3,2022,drifting_longlines,1,16.59
21.7,122,2022,fixed_gear,1,0.53
21.7,122.3,2022,fishing,6,71.19
15.4,116.6,2022,drifting_longlines,3,12.72
21.6,122.1,2022,fixed_gear,2,3.4
12.7,128.8,2022,drifting_longlines,1,0.25
21.3,121.9,2022,drifting_longlines,3,18.3
13.7,118.5,2022,fishing,1,11.02
21.8,123.4,2022,drifting_longlines,7,19.8
18,117.4,2022,drifting_longlines,3,8.31
20.5,120.8,2022,drifting_longlines,11,17.21
18.3,117.9,2022,set_longlines,1,5.06
14.6,120.9,2022,inconclusive,2,2333.51
19.3,118.8,2022,drifting_longlines,6,45.31
21.5,121.8,2022,fixed_gear,1,0.54
17.4,117.6,2022,drifting_longlines,1,0.77
19.2,120.3,2022,drifting_longlines,1,10.26
19,119.2,2022,drifting_longlines,5,63.04
20.8,121.2,2022,drifting_longlines,8,31.17
13.9,118.2,2022,drifting_longlines,1,21.17
20.8,120.7,2022,drifting_longlines,4,9.7
19,118.7,2022,drifting_longlines,7,51.95
11.7,123.9,2022,inconclusive,1,15.77
20.1,120,2022,drifting_longlines,33,165.37
19.3,119.3,2022,drifting_longlines,7,50.53
20.5,121.3,2022,drifting_longlines,3,5.94
15.4,116.5,2022,pole_and_line,1,9.44
8.4,127.6,2022,drifting_longlines,1,0.51
21.8,122.9,2022,drifting_longlines,34,145.86
18.5,118.4,2022,drifting_longlines,5,31.29
19.9,120.8,2022,drifting_longlines,9,22.85
20.5,124.4,2022,drifting_longlines,1,2.82
17.9,118.6,2022,drifting_longlines,1,1.34
18.4,125.2,2022,drifting_longlines,1,1
20.6,122.5,2022,drifting_longlines,10,34.03
19.7,123.3,2022,drifting_longlines,2,1.28
17.7,117.1,2022,drifting_longlines,5,19.9
19.6,119.6,2022,drifting_longlines,4,34.14
19.2,118.7,2022,fishing,1,2.96
22.1,123.2,2022,fishing,1,20.21
19.8,119.7,2022,drifting_longlines,8,16.57
17.2,117.5,2022,drifting_longlines,1,0.42
19.1,119,2022,drifting_longlines,9,61.51
21,123.9,2022,drifting_longlines,2,1.49
17,116.4,2022,trawlers,1,1.78
14.7,116.6,2022,fishing,1,15.44
19.9,122.7,2022,drifting_longlines,6,13.91
18.4,118,2022,pole_and_line,1,3.69
15,117.5,2022,set_gillnets,1,0.74
20.3,120.3,2022,drifting_longlines,8,62.36
5.7,125.1,2022,fishing,1,6.55
7.4,128.7,2022,drifting_longlines,1,1.9
20.8,122.8,2022,drifting_longlines,13,87.13
14.6,120.2,2022,tuna_purse_seines,1,0.79
19.4,120.2,2022,drifting_longlines,2,2.32
17,116.5,2022,trawlers,1,13.6
21.9,122.6,2022,fishing,1,1.27
20.6,120.6,2022,drifting_longlines,16,67.04
20.5,123.2,2022,drifting_longlines,2,11.78
14.7,116.9,2022,drifting_longlines,1,13.97
20.3,125.4,2022,drifting_longlines,2,2.79
14.6,120.9,2022,fixed_gear,2,51.8
16.2,116.7,2022,drifting_longlines,3,15.27
18.1,118.2,2022,drifting_longlines,5,10.98
18,117.6,2022,drifting_longlines,6,41.67
19,118.7,2022,fishing,1,2.25
21.8,123.6,2022,drifting_longlines,6,38.7
19.6,119.8,2022,inconclusive,1,2.3
18.8,118.5,2022,drifting_longlines,9,31.27
21.6,121.8,2022,drifting_longlines,40,113.98
18.7,120,2022,drifting_longlines,1,1.28
17.2,116.4,2022,trawlers,1,0.8
20.1,124.2,2022,drifting_longlines,2,17.7
14.6,120.7,2022,trawlers,1,3
14.3,120.4,2022,drifting_longlines,5,23.47
13.7,119.6,2022,tuna_purse_seines,1,4.15
19.6,118.9,2022,drifting_longlines,7,21.91
6.6,125.8,2022,drifting_longlines,1,1.27
19.9,119.3,2022,fishing,1,2.96
21.1,123.3,2022,drifting_longlines,5,11.6
15.4,116.4,2022,drifting_longlines,4,31.72
15,119.4,2022,inconclusive,1,0.84
21.5,122,2022,drifting_longlines,77,461.22
21.1,121.2,2022,drifting_longlines,39,192.06
21,122.6,2022,drifting_longlines,17,62.2
20.6,124.8,2022,drifting_longlines,1,0.25
15.9,116.3,2022,drifting_longlines,4,29.08
21.1,121.5,2022,trawlers,1,0.26
20.1,123.4,2022,drifting_longlines,5,3.84
14.5,125.1,2022,inconclusive,1,0.96
18.6,118.8,2022,drifting_longlines,2,40.62
16.7,116.3,2022,drifting_longlines,3,18.9
14.1,119.3,2022,inconclusive,1,1.4
19.8,119.1,2022,fishing,2,4.76
8.8,124.6,2022,drifting_longlines,1,17.26
18.3,118.1,2022,drifting_longlines,2,2.98
21.3,123,2022,drifting_longlines,12,32.34
21.6,123.7,2022,drifting_longlines,6,40.92
9.5,129.6,2022,drifting_longlines,1,1.68
21,123.4,2022,drifting_longlines,6,19.82
21.6,122.4,2022,fishing,4,36.08
19.5,118.8,2022,drifting_longlines,2,25.08
20.3,120.8,2022,drifting_longlines,13,58.96
19.1,119.5,2022,drifting_longlines,9,27.54
17.2,117,2022,drifting_longlines,1,2.79
20.1,122.6,2022,drifting_longlines,12,57.18
14.6,116.6,2022,fishing,1,3.17
19.8,119.2,2022,drifting_longlines,10,51.57
19.5,119.3,2022,fishing,1,21.51
20.5,123.7,2022,drifting_longlines,1,1.79
21.7,122.6,2022,fishing,2,2.43
18,117.8,2022,pole_and_line,1,3.09
14.5,119.8,2022,tuna_purse_seines,1,4.15
12.8,118.7,2022,fishing,1,0.25
13.8,119.8,2022,set_longlines,1,0.27
19.2,123.2,2022,drifting_longlines,1,15.64
14.7,120.9,2022,fixed_gear,2,212.16
21.5,121.9,2022,drifting_longlines,82,417.53
7.5,129,2022,drifting_longlines,1,0.28
18.3,119.9,2022,drifting_longlines,1,0.63
21.6,122.5,2022,fishing,2,13.12
6.2,125.9,2022,drifting_longlines,1,0.97
19.3,119.8,2022,drifting_longlines,7,25.19
21.8,122.4,2022,drifting_longlines,59,201.09
11.6,123.9,2022,inconclusive,1,3.05
12.6,116.5,2022,drifting_longlines,1,0.51
20.1,120.5,2022,drifting_longlines,14,108.51
17.4,116.6,2022,drifting_longlines,3,25.14
19.4,122.8,2022,drifting_longlines,3,11.83
20,119.2,2022,fishing,2,3.34
20.5,124.9,2022,drifting_longlines,1,0
19.9,120.3,2022,drifting_longlines,7,25.01
17.9,118.1,2022,drifting_longlines,3,9.32
20.3,122.7,2022,drifting_longlines,13,35.14
6,125.2,2022,other_purse_seines,1,12.48
19.6,119.1,2022,drifting_longlines,6,21.98
17.7,117.6,2022,drifting_longlines,4,19.99
18.5,118.9,2022,drifting_longlines,2,9.83
15.8,116.3,2022,pole_and_line,1,19.84
20.4,119.7,2022,drifting_longlines,8,51.79
11.6,123,2022,inconclusive,1,1.7
20,123.3,2022,drifting_longlines,2,1.77
19.1,118.6,2022,pole_and_line,1,15.87
5.3,125.1,2022,tuna_purse_seines,1,4.17
11.5,123.9,2022,inconclusive,1,8.89
16.7,116.8,2022,drifting_longlines,5,7.26
18.6,118.3,2022,drifting_longlines,4,7.29
6.2,126.5,2022,drifting_longlines,1,0.62
19,118.4,2022,pole_and_line,1,2.97
6.6,127.2,2022,drifting_longlines,2,13.66
15.9,116.8,2022,drifting_longlines,1,1.02
20.6,124.3,2022,drifting_longlines,1,1.01
21.1,121.7,2022,drifting_longlines,2,1.4
21.6,123.2,2022,drifting_longlines,12,42.22
19,118.5,2022,pole_and_line,1,2.28
5.6,125,2022,other_purse_seines,1,32.07
18.3,118.6,2022,drifting_longlines,2,12.82
21.3,123.5,2022,drifting_longlines,4,13.36
16.1,119.7,2022,inconclusive,1,1.2
13.7,127.1,2022,drifting_longlines,1,0.4
5.5,125,2022,tuna_purse_seines,1,12.42
8.8,124.1,2022,drifting_longlines,1,10.87
14.2,120.1,2022,tuna_purse_seines,1,2.92
15.8,116.5,2022,drifting_longlines,3,5.18
8.9,124.2,2022,drifting_longlines,1,19.94
21.8,123.1,2022,drifting_longlines,19,91.78
14.8,116.5,2022,pole_and_line,1,0.55
18.1,118.7,2022,drifting_longlines,2,4.43
14.5,116.6,2022,fishing,1,0
19.9,124.1,2022,drifting_longlines,1,0.77
18.2,117.8,2022,pole_and_line,1,8.96
21.5,122.6,2022,fishing,2,3
7.9,115.7,2022,drifting_longlines,1,23.15
19.7,119.3,2022,fishing,1,0.54
20.3,120.5,2022,trawlers,1,6.13
18.5,119.6,2022,drifting_longlines,1,1.22
21.5,122.5,2022,drifting_longlines,63,438.52
21.3,121.6,2022,drifting_longlines,14,29.68
21.1,123.8,2022,drifting_longlines,2,3.85
14.7,120.2,2022,set_longlines,1,21.73
21.6,121.9,2022,fixed_gear,1,2.08
20,119.6,2023,drifting_longlines,18,92.38
6.6,127.7,2023,tuna_purse_seines,1,0.26
6,125.1,2023,tuna_purse_seines,3,26.16
8.9,116.7,2023,drifting_longlines,1,0.27
16.5,116.4,2023,drifting_longlines,22,101.64
17.6,117.6,2023,drifting_longlines,5,22.45
19.7,119.1,2023,drifting_longlines,17,59.48
14.3,117.3,2023,drifting_longlines,1,0.15
17.5,118.2,2023,drifting_longlines,1,7.17
20.9,121.5,2023,drifting_longlines,4,6.79
6.9,127,2023,drifting_longlines,1,0.51
20.4,123,2023,drifting_longlines,18,91.64
17.3,116.7,2023,fishing,3,40.77
20.2,120.5,2023,drifting_longlines,22,102.93
17,116.7,2023,drifting_longlines,10,72.17
21.4,124.1,2023,drifting_longlines,1,12.1
19.3,123.1,2023,drifting_longlines,8,12.46
17.3,117.3,2023,drifting_longlines,7,28.44
7.3,128.5,2023,drifting_longlines,1,0.87
19.5,120,2023,drifting_longlines,10,47.11
19.5,122.6,2023,drifting_longlines,5,17.42
6.5,126.9,2023,drifting_longlines,1,1.28
17.5,116.8,2023,drifting_longlines,5,34.69
22,123.2,2023,drifting_longlines,19,132.44
15.7,118.8,2023,fishing,1,0.18
19.2,119,2023,drifting_longlines,17,72.05
17.1,117.5,2023,drifting_longlines,5,19.59
8.6,124.8,2023,other_purse_seines,1,2.79
17.8,117.2,2023,drifting_longlines,2,1.99
6.9,125.6,2023,drifting_longlines,3,27.79
20.9,123.1,2023,drifting_longlines,17,50.66
11.7,115.8,2023,drifting_longlines,1,1.01
17.3,116.5,2023,pole_and_line,1,10.05
20.7,120.6,2023,drifting_longlines,13,29.84
21.9,124,2023,drifting_longlines,5,19.94
21.6,122.4,2023,inconclusive,1,0.51
16.3,117.9,2023,drifting_longlines,1,5.01
19.8,123,2023,drifting_longlines,6,25.86
21.2,121.7,2023,drifting_longlines,5,24.36
21.4,122.2,2023,drifting_longlines,56,255.44
19.5,123.4,2023,drifting_longlines,3,12.69
18.7,118.3,2023,drifting_longlines,14,58.03
16.6,116.8,2023,drifting_longlines,1,4.66
20.4,120.4,2023,drifting_longlines,19,91.53
21.4,122.2,2023,fishing,4,31.92
19.6,118.9,2023,fishing,1,0.28
20.2,123.9,2023,drifting_longlines,1,9.07
9.5,127.7,2023,drifting_longlines,1,1.02
7.4,128,2023,drifting_longlines,1,0.28
15.6,124.1,2023,fishing,1,0.72
14.3,116.6,2023,pole_and_line,1,1.17
13.8,128.3,2023,drifting_longlines,1,0.51
20.9,122.9,2023,drifting_longlines,32,151.28
14.5,117.2,2023,drifting_longlines,1,0.29
16.1,118.3,2023,drifting_longlines,1,13.54
19.4,119.1,2023,trawlers,1,9.77
21.7,123.2,2023,drifting_longlines,7,24.39
18.7,118.6,2023,fishing,2,4.42
8.8,114.7,2023,drifting_longlines,2,4.79
18.2,118.7,2023,drifting_longlines,3,20.57
16.8,116.5,2023,drifting_longlines,13,73.07
21.5,122.9,2023,fishing,1,0.76
21.9,122.8,2023,drifting_longlines,34,157.78
16.6,116.3,2023,fishing,1,9.4
17.1,118.4,2023,drifting_longlines,2,5.26
12.2,118.4,2023,fishing,1,0.78
18.6,118.5,2023,fishing,1,3.33
19.4,119.4,2023,drifting_longlines,11,65.22
21.2,123.8,2023,drifting_longlines,4,16.22
17.6,116.9,2023,drifting_longlines,5,5.69
21.5,122,2023,fishing,4,21.56
12.5,124.3,2023,inconclusive,1,0.75
21.5,122.3,2023,fixed_gear,1,3.68
20.4,122.7,2023,fishing,1,0.25
16.3,118,2023,drifting_longlines,1,7.87
18.9,119.7,2023,drifting_longlines,3,16.12
19.8,120.9,2023,drifting_longlines,12,79.47
20.5,120.4,2023,fishing,2,1.64
14.2,116.7,2023,pole_and_line,1,0.51
17.8,117.7,2023,drifting_longlines,5,15.07
22,123.7,2023,drifting_longlines,1,2.43
20.2,122.6,2023,drifting_longlines,15,91.1
17.1,117,2023,drifting_longlines,2,12.65
19.2,119.5,2023,drifting_longlines,12,37.56
13,128.8,2023,tuna_purse_seines,1,1.7
5.1,125.2,2023,drifting_longlines,1,6.39
20.4,121.1,2023,drifting_longlines,1,3.99
19.3,121,2023,drifting_longlines,2,1.86
16.2,126.8,2023,drifting_longlines,1,0.76
21.5,121.8,2023,fishing,4,9.88
21.7,122.9,2023,fishing,1,2.78
10.7,124.6,2023,inconclusive,1,5.14
15.2,116.7,2023,drifting_longlines,2,8.21
16.9,123.3,2023,fishing,1,8.49
17.2,116.7,2023,squid_jigger,2,2.95
21.7,122.3,2023,fixed_gear,1,2.96
21.7,122,2023,fishing,2,1.51
12.6,124.3,2023,inconclusive,1,1.02
19.8,123.5,2023,drifting_longlines,5,39.17
20.9,123.6,2023,drifting_longlines,7,9.61
21.6,122.1,2023,fishing,6,19.19
13.2,123.8,2023,inconclusive,3,21.75
