Lat,Lon,Time Range,geartype,Vessel IDs,Apparent Fishing Hours
18.1,118.5,2023,drifting_longlines,2,7.33
18.8,118.2,2023,drifting_longlines,5,15.64
20,122.4,2023,drifting_longlines,5,43.46
15.8,116.7,2023,drifting_longlines,4,41.81
20.8,124.2,2023,drifting_longlines,4,18.6
14.5,116.6,2023,pole_and_line,1,8.2
21.3,121.8,2023,drifting_longlines,6,8.43
19.3,119.1,2023,drifting_longlines,12,107
19.7,119.5,2023,trawlers,2,9.53
20.5,121.1,2023,drifting_longlines,1,0.64
20.6,122.7,2023,drifting_longlines,30,141.9
15.4,116.4,2023,fishing,1,1.23
15.7,122.7,2023,fishing,1,9.29
15.5,116.4,2023,drifting_longlines,7,61.84
17.7,117.3,2023,trawlers,1,2.7
19.6,119.6,2023,trawlers,2,4.02
14.2,116.6,2023,drifting_longlines,1,14.8
19.9,120.6,2023,drifting_longlines,17,62.45
21.1,122.4,2023,drifting_longlines,24,55.6
17.7,117.3,2023,drifting_longlines,3,26.09
19.6,119.8,2023,drifting_longlines,11,32.43
19.7,123.1,2023,drifting_longlines,3,10.34
12.5,120.4,2023,trawlers,1,8.32
12.6,116.2,2023,drifting_longlines,1,0.5
19,118.5,2023,drifting_longlines,12,70.83
20.1,120.2,2023,drifting_longlines,26,139.3
20,123.6,2023,drifting_longlines,2,34.57
15.4,116.5,2023,fishing,1,0.84
21.6,122.7,2023,fishing,3,17.22
19.7,119.4,2023,trawlers,1,0.52
15.9,117.4,2023,drifting_longlines,1,0.26
20.3,120.1,2023,drifting_longlines,24,112.08
20.5,123,2023,drifting_longlines,11,64.15
7.8,128.1,2023,drifting_longlines,1,2.38
18.1,118.3,2023,squid_jigger,2,14.3
16.7,117.4,2023,drifting_longlines,2,14.66
19.4,120,2023,drifting_longlines,7,26.49
7,120.4,2023,drifting_longlines,1,0.85
21.5,124.1,2023,drifting_longlines,3,15.1
20.1,122.3,2023,drifting_longlines,1,2.94
20,119,2023,fishing,1,0.55
20.6,120.8,2023,drifting_longlines,5,16.34
19.7,121,2023,drifting_longlines,2,25.78
16.4,116.4,2023,drifting_longlines,19,205.27
19.9,122.5,2023,drifting_longlines,9,32.24
10.2,124.7,2023,inconclusive,1,2.79
11.5,115.7,2023,drifting_longlines,1,1.33
19.1,119.2,2023,drifting_longlines,12,34.64
17.2,117.7,2023,drifting_longlines,4,25.19
18.4,118,2023,fishing,3,15.28
19.8,119.5,2023,drifting_longlines,18,81.72
19.5,118.7,2023,fishing,1,9.25
20.8,122.6,2023,drifting_longlines,29,129.14
8.9,127.9,2023,drifting_longlines,1,10.87
15.7,119.2,2023,inconclusive,1,1.01
17.4,118.2,2023,drifting_longlines,1,5
21.5,122.2,2023,drifting_longlines,71,278.76
8.7,115,2023,drifting_longlines,1,1.26
11.8,116.7,2023,drifting_longlines,1,1.06
16.9,117.5,2023,drifting_longlines,3,4.06
19.2,120.9,2023,drifting_longlines,1,0.82
21.3,124.4,2023,drifting_longlines,2,18.97
18,117.8,2023,drifting_longlines,7,44.28
17.6,125.8,2023,drifting_longlines,1,1.06
15.9,118,2023,drifting_longlines,1,1.56
14.5,120.9,2023,other_purse_seines,1,10.53
21.8,123.8,2023,drifting_longlines,4,10.91
14.7,119.7,2023,drifting_longlines,1,13.45
20.5,120.4,2023,drifting_longlines,22,63.87
21.4,122.6,2023,fishing,1,2.66
10.2,117.4,2023,drifting_longlines,1,0.25
20,122.9,2023,drifting_longlines,6,3.5
10.4,127.8,2023,drifting_longlines,1,1.04
21.3,121.3,2023,drifting_longlines,18,43.97
18.8,118.2,2023,squid_jigger,2,12.59
9.9,115.1,2023,fishing,1,0.4
9.2,124.8,2023,other_purse_seines,1,16.23
19.7,122.4,2023,drifting_longlines,2,20.6
6.6,125.6,2023,drifting_longlines,1,2
20.5,125.3,2023,drifting_longlines,2,10.41
18.8,118.7,2023,drifting_longlines,11,53.36
21.1,123.1,2023,drifting_longlines,17,60.83
18.1,118,2023,drifting_longlines,10,28.56
16.2,116.5,2023,drifting_longlines,7,61.88
9.6,125.2,2023,inconclusive,1,1.31
20.2,119.9,2023,drifting_longlines,34,206.25
18.6,118.6,2023,drifting_longlines,9,53.79
15.8,118.3,2023,drifting_longlines,1,9
11.8,115.9,2023,drifting_longlines,1,0.38
13.3,117,2023,drifting_longlines,1,0.8
18.7,118.2,2023,fishing,4,28.87
21.6,123.5,2023,drifting_longlines,4,17.75
14.8,120.1,2023,drifting_longlines,1,2.66
21.3,123.2,2023,drifting_longlines,3,32.48
19.5,119.4,2023,drifting_longlines,11,41.45
21.3,122.8,2023,fishing,3,54.81
21,122.8,2023,drifting_longlines,24,90.17
20.6,124.6,2023,drifting_longlines,4,4.14
17,116.5,2023,tuna_purse_seines,1,0.21
9.1,125.2,2023,other_purse_seines,1,0.79
18.3,118.3,2023,drifting_longlines,5,40.97
20,125.7,2023,drifting_longlines,2,1.77
8.3,129.5,2023,drifting_longlines,1,6.35
16.8,116.6,2023,pole_and_line,5,26.7
20.8,123.9,2023,drifting_longlines,2,2.44
19.7,125.2,2023,drifting_longlines,1,1.02
20.3,124.3,2023,drifting_longlines,1,6.08
16.4,117.1,2023,drifting_longlines,1,5.64
21,124.8,2024,drifting_longlines,2,1.06
19.3,119.2,2024,drifting_longlines,11,43.29
20.9,123,2024,fishing,1,1.3
14.6,120.6,2024,fishing,2,10.91
19.6,119.5,2024,drifting_longlines,7,35.14
17.7,117,2024,drifting_longlines,1,14.91
19.7,120.5,2024,fishing,1,8
20.6,122.6,2024,drifting_longlines,22,127.07
20.5,121.2,2024,drifting_longlines,4,3.27
11,124.6,2024,inconclusive,1,8.22
14.6,117.4,2024,drifting_longlines,1,1.16
17.9,118.5,2024,drifting_longlines,2,31.55
15.4,117,2024,drifting_longlines,1,3.88
19.3,118.9,2024,pole_and_line,1,7.47
11.8,117.9,2024,drifting_longlines,1,3.22
20.8,122.6,2024,fishing,1,1.05
20.8,120.8,2024,drifting_longlines,7,27.42
19,118.8,2024,drifting_longlines,6,46.51
8.8,114.7,2024,fishing,1,0.57
21.5,123.4,2024,drifting_longlines,25,106.61
18.5,118.4,2024,squid_jigger,1,9.37
19.6,120.6,2024,fishing,1,1.04
6.7,125.5,2024,inconclusive,1,1.74
12.5,117.5,2024,fishing,1,10.55
17.7,120.3,2024,fishing,1,0.26
19.7,118.9,2024,squid_jigger,2,23.94
6.4,121.5,2024,inconclusive,1,10.37
9.9,123.7,2024,inconclusive,1,3.1
10.1,123.9,2024,fishing,1,0.96
19.8,119.8,2024,fishing,1,3.57
13.6,120.8,2024,inconclusive,1,3.06
19.6,122.6,2024,fishing,1,2.14
11.5,117.7,2024,drifting_longlines,2,2.84
13.4,117,2024,drifting_longlines,1,1.14
20.2,123.2,2024,fishing,1,2.39
18.8,118.6,2024,drifting_longlines,7,15.77
21.8,123.5,2024,drifting_longlines,20,109.39
17.5,119.8,2024,inconclusive,1,0.47
18,117.5,2024,drifting_longlines,5,30.58
21.1,123.2,2024,drifting_longlines,24,103.39
10.6,127.7,2024,pole_and_line,1,25.18
18.8,118.4,2024,fishing,4,26.62
7.3,127.8,2024,trawlers,1,6
20.5,123.3,2024,drifting_longlines,10,34.47
17.4,116.6,2024,pole_and_line,1,1.34
20,120,2024,trawlers,1,0.23
7.2,122.4,2024,inconclusive,1,1
18.3,118.4,2024,pole_and_line,1,1.04
13.4,118.4,2024,drifting_longlines,1,0.7
21.2,121.7,2024,fishing,3,8.92
18,118.9,2024,drifting_longlines,1,1.3
14.2,120.4,2024,inconclusive,1,2.1
19.1,119.1,2024,drifting_longlines,10,47.62
17.2,117.6,2024,drifting_longlines,3,11.47
20.8,122.7,2024,drifting_longlines,29,105.93
19.4,120.3,2024,drifting_longlines,7,47.73
10.5,127.7,2024,pole_and_line,1,11.96
12.7,117.5,2024,drifting_longlines,1,1.05
5.4,125.2,2024,other_purse_seines,1,11.4
20,123.2,2024,fishing,1,0.7
13.1,118.9,2024,fishing,1,5.39
21.9,123.4,2024,fishing,1,5.07
18.4,119.1,2024,pole_and_line,1,2.75
7.5,127.4,2024,trawlers,1,1.88
19.9,122.8,2024,drifting_longlines,12,40.08
14.2,120.5,2024,inconclusive,1,2.97
19.8,119.2,2024,trawlers,1,4.36
20.3,120.2,2024,drifting_longlines,12,30.66
15.3,117.3,2024,drifting_longlines,2,15.13
13.8,118,2024,drifting_longlines,1,25.62
20.6,120.5,2024,drifting_longlines,11,26.59
14.4,118.6,2024,pole_and_line,1,3.85
21.3,122.4,2024,drifting_longlines,56,253.62
20.9,122.8,2024,fishing,1,12.03
19.8,119.8,2024,drifting_longlines,14,95.1
21.5,124.2,2024,drifting_longlines,1,1.43
12.5,118.3,2024,fishing,1,10.92
16.3,116.3,2024,pole_and_line,3,15.73
21.2,122.9,2024,set_longlines,1,3.75
21.5,122.1,2024,drifting_longlines,72,239.96
21.6,121.7,2024,drifting_longlines,6,7.02
18.5,119,2024,drifting_longlines,3,14.33
18.8,118.5,2024,fishing,1,2.65
15.7,116.4,2024,fishing,1,0.25
15,119.4,2024,drifting_longlines,1,0.77
15.5,117.2,2024,drifting_longlines,1,9.91
16.2,116.8,2024,drifting_longlines,1,0.93
18.9,119.1,2024,fishing,3,17.52
20.5,125,2024,drifting_longlines,2,12.31
5.7,124.6,2024,tuna_purse_seines,1,0.56
21.2,121.8,2024,set_longlines,1,0.35
15.2,117.8,2024,fishing,3,71.82
6.4,121.4,2024,inconclusive,1,1.05
20.6,123.9,2024,drifting_longlines,2,21.19
18.8,119.9,2024,drifting_longlines,1,3.13
19.9,120.7,2024,drifting_longlines,19,84.66
15.7,118.4,2024,fishing,1,2.66
19.7,123.2,2024,drifting_longlines,6,18.63
20.3,122.3,2024,drifting_longlines,3,5.44
15.8,117.4,2024,drifting_longlines,1,0
18.1,119.2,2024,fishing,1,3.04
20,123.7,2024,drifting_longlines,3,4.8
21.7,123.1,2024,set_gillnets,1,0.5
20.1,120.1,2024,drifting_longlines,13,45.66
13.5,117.2,2024,drifting_longlines,1,1.31
19.7,120.4,2024,fishing,1,3.57
21.3,122.9,2024,drifting_longlines,34,116.22
14.1,120.5,2024,inconclusive,1,2.02
15.5,116.4,2024,fishing,1,4.87
17.1,116.4,2024,pole_and_line,3,17.45
15,116.5,2024,drifting_longlines,6,49.29
20,121.3,2024,drifting_longlines,1,7.82
21.5,124.7,2024,drifting_longlines,1,4.66
19.8,119.3,2024,drifting_longlines,6,35.01
19.9,122.3,2024,drifting_longlines,1,1.63
19.5,118.7,2024,drifting_longlines,7,39.46
17.7,119.6,2024,drifting_longlines,1,3.52
20.7,122.8,2024,fishing,2,4.85
20.3,120.7,2024,drifting_longlines,22,77.76
20.8,122.2,2024,drifting_longlines,4,3.24
21.4,121.7,2024,fishing,1,0.76
20.1,122.5,2024,drifting_longlines,19,116.76
17.2,117.1,2024,drifting_longlines,5,30.46
19.1,119.6,2024,drifting_longlines,10,98.62
12.6,118.5,2024,drifting_longlines,1,18.51
17.2,116.6,2024,pole_and_line,2,11.95
19.4,120.8,2024,drifting_longlines,12,32.38
21.4,122,2024,set_longlines,1,3.19
17.4,118.6,2024,drifting_longlines,1,3.07
21.7,123.5,2024,fishing,1,0.54
17.1,116.5,2024,pole_and_line,6,45.35
17.2,117.2,2024,squid_jigger,1,5
20.5,123.8,2024,drifting_longlines,1,0.85
18,118.4,2024,drifting_longlines,1,0.87
14.1,120.4,2024,inconclusive,1,1.81
15.5,116.5,2024,fishing,1,5.48
15.4,118.4,2024,drifting_longlines,1,2.5
21.6,121.9,2024,inconclusive,1,0.95
16.9,119.7,2024,drifting_longlines,1,4.85
16.2,117.1,2024,trawlers,1,3.33
19.5,120.5,2024,fishing,1,1.12
18.6,118.7,2024,drifting_longlines,4,28.56
21.3,123.1,2024,drifting_longlines,41,145.18
18.3,118,2024,drifting_longlines,6,30.79
18.6,119.6,2024,set_gillnets,1,0.25
18.8,119.3,2024,fishing,2,40.71
14.7,117.5,2024,drifting_longlines,1,13.62
21.1,121.3,2024,drifting_longlines,14,31.51
20.3,124,2024,drifting_longlines,2,1.02
17.9,117.9,2024,drifting_longlines,3,4.74
9.1,125.1,2024,other_purse_seines,1,0.86
15.3,117.1,2024,trawlers,1,16.71
17.6,117.1,2024,squid_jigger,3,7.32
20.6,124.7,2024,drifting_longlines,1,23.87
18.6,119.2,2024,pole_and_line,1,4.67
17.4,119.4,2024,drifting_longlines,1,3.07
15.8,118,2024,drifting_longlines,1,3.49
13.6,121,2024,inconclusive,1,6.8
18.7,118.5,2024,squid_jigger,2,22.86
21.6,123.8,2024,drifting_longlines,12,67.54
19.1,118.4,2024,drifting_longlines,6,38.29
17.2,116.9,2024,drifting_longlines,9,29.45
19.9,119.6,2024,fishing,2,2.55
13.8,118.6,2024,pole_and_line,1,3.94
21,122.5,2024,drifting_longlines,37,224.41
19.5,120.4,2024,fishing,1,0
16.4,117.2,2024,drifting_longlines,1,33.8
21.1,124.4,2024,drifting_longlines,3,24.95
21.5,123.1,2024,set_gillnets,1,0.65
10.1,123.3,2024,inconclusive,1,2.07
10,120.4,2024,inconclusive,1,1.08
16.4,116.7,2024,drifting_longlines,1,0.99
21,123,2024,drifting_longlines,34,146.92
18,118.1,2024,drifting_longlines,3,17.74
16.2,119.2,2024,drifting_longlines,1,7.78
18.1,117.7,2024,drifting_longlines,6,32.64
13,117.5,2024,drifting_longlines,1,21.81
9.5,123.6,2024,fishing,1,3.41
16.4,116.9,2024,trawlers,1,0.5
18.9,120,2024,drifting_longlines,2,7.51
16,117.9,2024,pole_and_line,1,6.5
17.2,117.4,2024,drifting_longlines,1,7.3
19.1,119.9,2024,drifting_longlines,8,53.45
14.4,120.2,2024,inconclusive,1,0.76
21.6,122.3,2024,drifting_longlines,73,331.18
17.8,117.4,2024,squid_jigger,1,8.01
6.7,129.5,2024,tuna_purse_seines,1,3.72
10.2,115,2024,fishing,1,0.27
20,124.1,2024,drifting_longlines,2,3.53
20.6,125.2,2024,drifting_longlines,2,1.2
15.9,117.7,2024,drifting_longlines,1,1.28
9.1,124.6,2024,other_purse_seines,1,1
20.3,125.5,2024,drifting_longlines,1,18.84
21.3,123.2,2024,fishing,1,0.87
10.9,125.2,2024,fishing,1,7.73
20,119.8,2024,trawlers,1,3.39
19.8,119.3,2024,squid_jigger,1,10.15
17.9,117.7,2024,pole_and_line,1,3.66
18.8,119,2024,set_gillnets,1,0.98
21.3,122.6,2024,drifting_longlines,56,272.12
16.7,117.7,2024,drifting_longlines,2,9.13
18.6,119.2,2024,drifting_longlines,4,10.89
15.2,125.3,2024,drifting_longlines,1,1.98
20.9,121.3,2024,inconclusive,1,0.79
18.8,118.9,2024,squid_jigger,1,18.31
8.6,115.2,2024,drifting_longlines,1,1.02
10,120.5,2024,inconclusive,1,1.85
9.4,114.8,2024,drifting_longlines,1,1.97
16.5,116.6,2024,squid_jigger,1,4.58
13.2,119.5,2024,inconclusive,1,1.67
20.5,122.3,2024,drifting_longlines,2,2.88
21.1,124.1,2024,drifting_longlines,2,2.65
21.5,121.8,2024,inconclusive,1,0.25
12,118.1,2024,fishing,1,0.77
17.4,119.1,2024,drifting_longlines,1,0.58
8.2,117.6,2024,inconclusive,1,5.36
15.3,117.2,2024,fishing,1,3.4
21.8,123,2024,fishing,3,12.81
17.2,116.6,2024,drifting_longlines,10,50.71
19.2,122.8,2024,drifting_longlines,9,40.35
20.1,123,2024,drifting_longlines,6,56.62
20.8,123.7,2024,drifting_longlines,7,9.8
15.3,118.2,2024,drifting_longlines,1,1.29
21.8,122.8,2024,fishing,2,5.04
18.5,118.2,2024,pole_and_line,2,5.96
20.3,123.3,2024,drifting_longlines,7,37.26
19.3,118.7,2024,squid_jigger,1,3.05
19.9,121,2024,inconclusive,1,0.78
18.8,118.9,2024,drifting_longlines,5,15.44
10.2,120.4,2024,inconclusive,1,17.64
8.6,129,2024,pole_and_line,1,18.06
12.6,117.1,2024,drifting_longlines,2,12.21
17.2,118.5,2024,drifting_longlines,1,1.01
20,122.7,2024,drifting_longlines,12,106.09
18.2,118.2,2024,fishing,5,23.22
22.2,123.6,2024,drifting_longlines,22,90
20.1,121.1,2024,drifting_longlines,7,23.7
17.4,117,2024,drifting_longlines,4,22.78
20.8,124.9,2024,drifting_longlines,1,0
15.9,117.8,2024,pole_and_line,2,5.06
15.8,116.4,2024,drifting_longlines,8,60.07
10.6,125.8,2024,inconclusive,1,4.67
5.7,124.9,2024,tuna_purse_seines,1,1.04
20.4,119.8,2024,trawlers,1,15.46
20.6,123.6,2024,drifting_longlines,7,27.36
20.5,120.2,2024,drifting_longlines,14,39.61
13.8,117.1,2024,drifting_longlines,1,4.83
21.5,122.4,2024,drifting_longlines,78,533.64
19.4,123.2,2024,drifting_longlines,6,39.66
20.1,120.2,2024,fishing,2,17.78
10.2,120.5,2024,inconclusive,1,1.11
14.2,117.7,2024,drifting_longlines,3,7.54
10.7,117.8,2024,fixed_gear,1,0.81
21.6,124.5,2024,drifting_longlines,2,8.45
18.7,125.3,2024,drifting_longlines,1,0.76
19.2,120.7,2024,drifting_longlines,4,23.51
21.3,124.2,2024,drifting_longlines,4,20.14
19,119.8,2024,drifting_longlines,4,22.67
19.1,119.4,2024,drifting_longlines,5,33.69
17.2,117.9,2024,drifting_longlines,1,1.95
12.8,117.3,2024,pole_and_line,1,7.77
19.8,119.1,2024,fishing,1,8.24
18.9,120.5,2024,drifting_longlines,1,1.02
9,118.9,2024,fishing,1,1.16
17.4,118.4,2024,drifting_longlines,2,8.43
10.2,123.3,2024,inconclusive,1,1.06
21.6,122.8,2024,drifting_longlines,42,270.21
11.2,125.1,2024,fishing,1,11.05
11.9,117.7,2024,drifting_longlines,1,1.18
18,118.2,2024,fishing,1,7.59
21.1,125.4,2024,drifting_longlines,1,17.11
7.8,128.5,2024,trawlers,1,4.61
21,123.5,2024,drifting_longlines,9,30.58
18,118.6,2024,drifting_longlines,1,2.39
15.5,118.3,2024,drifting_longlines,1,1.49
16.7,117.2,2024,drifting_longlines,5,20.36
15.9,118,2024,pole_and_line,2,13.94
21.1,122.7,2024,fishing,1,8.63
21.3,122.1,2024,drifting_longlines,14,28.54
20.3,125,2024,drifting_longlines,1,0.19
6.8,125.7,2024,inconclusive,1,2.12
12.9,117.2,2024,fishing,2,1.04
7.9,128.2,2024,trawlers,1,9.4
14.7,116.5,2024,drifting_longlines,1,4.05
18.9,119.8,2024,fishing,1,41.06
21.3,123,2024,pole_and_line,1,2.81
8.1,122.4,2024,inconclusive,1,1.05
19.9,119.3,2024,fishing,2,21.72
15.8,117.1,2024,drifting_longlines,2,11.7
20.8,125.6,2024,drifting_longlines,2,1.59
20.1,120.4,2024,drifting_longlines,12,50.73
11.2,116.9,2024,fishing,1,1.5
16.9,116.8,2024,drifting_longlines,4,40.34
21.8,122.5,2024,drifting_longlines,60,288.55
18.8,119.6,2024,drifting_longlines,2,8.01
18.9,118.9,2024,fishing,1,1.64
21.1,122.2,2024,drifting_longlines,5,27.56
21,121.6,2024,drifting_longlines,2,6.1
7.7,122.6,2024,inconclusive,1,1
13.8,118.3,2024,pole_and_line,1,22.82
5.9,126.5,2024,inconclusive,1,1.17
16.7,117.2,2024,pole_and_line,1,9.75
11.8,117.6,2024,drifting_longlines,1,3.08
16.9,116.8,2024,fishing,1,11.28
18.5,118,2024,drifting_longlines,6,52.06
21.5,123.1,2024,drifting_longlines,32,122.31
15.6,117.8,2024,squid_jigger,1,18.18
20.1,125.3,2024,drifting_longlines,1,1.03
19,118.7,2024,fishing,1,4.75
6.6,121.2,2024,inconclusive,1,3.11
14.6,119.8,2024,inconclusive,1,17.35
20.6,122.9,2024,drifting_longlines,26,84.12
15.2,117.8,2024,tuna_purse_seines,1,2.25
18.8,119.6,2024,fishing,1,0.76
20.5,124,2024,drifting_longlines,2,26.39
15.6,116.4,2024,fishing,1,4.85
20.5,125.5,2024,drifting_longlines,1,1.02
14.6,116.6,2024,drifting_longlines,1,0.75
16.2,116.3,2024,drifting_longlines,6,43.36
14,120.5,2024,inconclusive,1,2.01
15.5,117.7,2024,drifting_longlines,2,23.44
20.6,123.4,2024,drifting_longlines,12,34.12
8.5,117.8,2024,inconclusive,1,11.31
7.6,127.4,2024,trawlers,1,1.47
21.3,121.5,2024,drifting_longlines,11,14.91
21.5,122.6,2024,drifting_longlines,61,358.35
15.1,117.8,2024,fishing,1,10.15
10.2,123.9,2024,fishing,1,1.22
19.9,124,2024,drifting_longlines,3,35.35
19.9,122.5,2024,fishing,1,1.3
9.7,124.5,2024,fishing,1,1.86
17.9,120.3,2024,fishing,1,2.99
21.1,123.7,2024,drifting_longlines,7,27.57
17,116.6,2024,pole_and_line,4,51.11
20.4,120,2024,trawlers,1,7.98
21.8,123,2024,drifting_longlines,48,226.57
9.7,120.1,2024,inconclusive,1,0
19.3,118.8,2024,trawlers,1,3.76
16.9,117.3,2024,drifting_longlines,2,1.21
7.6,127.5,2024,trawlers,1,4.01
22.2,123.4,2024,drifting_longlines,16,60.69
12.6,117.9,2024,drifting_longlines,1,0.56
7.7,128,2024,trawlers,1,16.43
20.8,124.1,2024,drifting_longlines,1,1.59
15.8,116.6,2024,drifting_longlines,5,11.18
20.6,121.1,2024,fishing,1,0.75
13.7,120.8,2024,inconclusive,1,0.74
15.6,116.5,2024,fishing,1,5.92
20.3,121.2,2024,drifting_longlines,5,4.28
20.3,119.6,2024,trawlers,1,1
19.7,120.3,2024,drifting_longlines,9,14.51
17.7,118.1,2024,drifting_longlines,2,6.85
19.5,119.2,2024,drifting_longlines,6,45.16
19.2,118.7,2024,fishing,2,10.37
19.9,123.8,2024,drifting_longlines,2,22.88
17.9,117.6,2024,drifting_longlines,3,11.45
22.1,123.2,2024,fishing,2,15.6
14.4,120.3,2024,drifting_longlines,1,2.85
18.3,118.2,2024,squid_jigger,3,24.77
19.8,118.8,2024,drifting_longlines,5,5.55
15.4,118.1,2024,drifting_longlines,3,26.12
8.9,125,2024,other_purse_seines,1,9.26
20,120.8,2024,drifting_longlines,19,101.68
20.2,119.7,2024,drifting_longlines,5,10.47
20.8,122.3,2024,fishing,1,8.86
18.4,118,2024,pole_and_line,1,1.58
21.3,123.4,2024,drifting_longlines,13,68.74
15.8,117.9,2024,drifting_longlines,1,3.09
19.5,119.6,2024,fishing,1,4.44
20.8,125.4,2024,drifting_longlines,2,4.91
9.3,115,2024,drifting_longlines,1,3.61
21.7,122.3,2024,fishing,4,14.24
20.4,119.8,2024,drifting_longlines,10,30.57
15.6,118.4,2024,fishing,1,2.3
20.1,120.6,2024,drifting_longlines,15,72.53
20,123.2,2024,drifting_longlines,9,29.98
12.2,117.9,2024,fishing,1,0.52
13.8,119.1,2024,set_longlines,1,15.54
20.5,120.8,2024,fishing,1,8.86
21,121.4,2024,drifting_longlines,6,18.71
21.9,123.1,2024,set_gillnets,1,2.94
19.9,120.2,2024,drifting_longlines,16,77.93
19.9,120.4,2024,fishing,2,2.82
18.8,119.4,2024,drifting_longlines,1,0.25
20.3,122.8,2024,drifting_longlines,20,56.62
21.6,122.1,2024,fixed_gear,1,5.4
19.7,123.7,2024,drifting_longlines,3,1.89
14.5,120.9,2024,inconclusive,3,1166.29
19.6,119.4,2024,fishing,1,12.76
12.2,118.3,2024,drifting_longlines,1,0.84
17.9,117.4,2024,drifting_longlines,5,18.41
21.4,123.7,2024,fishing,1,13.74
15.9,116.7,2024,drifting_longlines,2,12.75
21.1,121.8,2024,drifting_longlines,1,60.49
8.1,118.5,2024,inconclusive,1,18.03
20.3,124.5,2024,drifting_longlines,2,10.2
20.5,120.2,2024,trawlers,1,1.93
18.6,118.8,2024,fishing,2,4.37
11.8,118,2024,drifting_longlines,1,1.79
21.7,122.2,2024,set_longlines,1,1.11
18.9,118.4,2024,squid_jigger,2,15.32
21.3,123.6,2024,drifting_longlines,14,53.98
5.6,125.1,2024,other_purse_seines,1,19.99
18.3,118.5,2024,drifting_longlines,2,1.94
13.2,116.9,2024,fishing,1,2.04
16.7,116.7,2024,drifting_longlines,5,20.27
18.6,118.2,2024,drifting_longlines,2,21.5
13,116.5,2024,drifting_longlines,1,0.27
21.5,122.3,2024,fishing,3,10.69
12.5,124,2024,inconclusive,1,0.02
18.8,118.7,2024,pole_and_line,1,4.01
16.4,117.7,2024,drifting_longlines,2,17.61
18.9,118.5,2024,squid_jigger,3,36.77
15.6,117.3,2024,fishing,1,7.43
13.7,121,2024,inconclusive,1,6.21
13.3,117.8,2024,drifting_longlines,1,1.06
17.6,117.3,2024,fishing,2,12.96
21.6,123.3,2024,drifting_longlines,22,79.79
8.7,123.1,2024,inconclusive,1,1.06
11.9,118.2,2024,fishing,1,0
11.6,117.6,2024,fishing,1,3.81
17.2,116.4,2024,drifting_longlines,2,4.21
19.1,118.9,2024,drifting_longlines,7,76.66
19.6,119.5,2024,fishing,2,10.21
20.6,122.4,2024,drifting_longlines,11,136.74
5.7,125.1,2024,tuna_purse_seines,1,3.35
20.5,124.5,2024,drifting_longlines,2,6.47
17,117.4,2024,pole_and_line,1,25.05
16.7,116.8,2024,fishing,1,1.44
16.2,117.3,2024,drifting_longlines,1,6.76
18.6,118.1,2024,fishing,5,40.99
16,116.8,2024,pole_and_line,2,9.61
7,127.9,2024,drifting_longlines,1,0.99
18.5,118.5,2024,drifting_longlines,5,26.45
21.5,123.6,2024,drifting_longlines,23,152.01
19,118.3,2024,drifting_longlines,7,16.79
14.6,120.9,2024,inconclusive,4,317.24
15.4,117.5,2024,drifting_longlines,2,1.78
18.3,117.9,2024,drifting_longlines,6,58.98
19.4,122.7,2024,drifting_longlines,13,64.52
21.5,123.9,2024,drifting_longlines,8,24.23
13.6,124.3,2024,other_purse_seines,1,4.4
19.9,120.5,2024,fishing,1,2.06
13.8,116.6,2024,drifting_longlines,2,30.59
21.5,122.2,2024,set_longlines,1,9.75
17.7,117.5,2024,drifting_longlines,2,19.94
19.6,119,2024,drifting_longlines,11,39.33
19.3,119.7,2024,drifting_longlines,7,40.96
21,124.3,2024,drifting_longlines,1,0.76
8.8,124.8,2024,other_purse_seines,1,3.16
17.3,117.2,2024,fishing,2,16.72
17.9,118,2024,drifting_longlines,1,2.05
21.5,121.8,2024,fixed_gear,1,17.45
21,121.1,2024,drifting_longlines,12,38.77
21.1,122.7,2024,drifting_longlines,40,157.85
13,119.5,2024,inconclusive,1,5.95
18.8,119.1,2024,drifting_longlines,3,25.17
10.2,114.8,2024,fishing,1,1.81
13.4,118.4,2024,pole_and_line,1,3.13
19.7,119.3,2024,fishing,3,8.82
20.8,125.1,2024,drifting_longlines,2,23.17
15.8,117.6,2024,drifting_longlines,1,18.46
21.6,121.9,2024,fixed_gear,1,1.2
16.9,117.2,2024,pole_and_line,1,4.45
18.7,118.9,2024,fishing,2,13
8,117.6,2024,inconclusive,1,92.07
20.1,120.9,2024,drifting_longlines,13,71.11
5,124.8,2024,other_purse_seines,1,2.8
20,120.3,2024,drifting_longlines,13,50.89
19.4,118.7,2024,fishing,3,24.83
20.2,119.2,2024,drifting_longlines,6,23.88
15,117.5,2024,drifting_longlines,1,2.45
18.5,118,2024,fishing,6,63.47
21.2,122.2,2024,tuna_purse_seines,1,1.51
16.5,116.8,2024,fishing,1,3.02
14.3,118,2024,pole_and_line,1,0.78
21.3,123.9,2024,drifting_longlines,3,26.49
18.1,118.1,2024,pole_and_line,1,2.34
18.5,117.9,2024,drifting_longlines,3,12.02
21.6,122.4,2024,fishing,2,15.67
19.7,120.8,2024,drifting_longlines,11,52.17
20.6,121,2024,drifting_longlines,6,18.36
21.8,124.3,2024,drifting_longlines,3,7.17
19.5,119.7,2024,drifting_longlines,5,27.49
17.7,118.6,2024,drifting_longlines,1,0.87
15.8,117.4,2024,pole_and_line,1,5.88
